Close,Volume,LogRet,mavol,rsi,stoch,macd,atr
-0.410359591,-0.629668672,-0.037080028,0.504814858,-0.425027761,-0.813330889,-0.421569437,-0.30957143
-0.408816928,-0.534302341,0.160054805,0.439389665,-0.305799022,-0.709297979,-0.401710262,-0.308476397
-0.41012224,-0.592065356,-0.2409407,0.191562411,-0.414460275,-0.797324633,-0.390413551,-0.310010577
-0.407772732,-0.572149882,0.273105358,0.064444442,-0.226631742,-1.296728881,-0.371780641,-0.306544576
-0.400913872,-0.000270128,0.895238687,0.066052966,0.225059999,-0.674441659,-0.330125041,-0.283009193
-0.399513612,-0.37950042,0.135138783,-0.068216426,0.303578261,-0.56280393,-0.292074916,-0.282332385
-0.4011986,-0.573630036,-0.288701221,-0.121247782,0.142773485,-0.676050601,-0.26924783,-0.289870548
-0.410169657,1.366111963,-1.307390594,-0.024176397,-0.550852542,-1.403743754,-0.286863185,-0.33055781
-0.409528941,-0.011178864,0.033105291,-0.153363423,-0.5052476,-1.358326395,-0.29868895,-0.320058891
-0.409718683,-0.158439399,-0.083906554,-0.222587907,-0.51862324,-1.371776345,-0.309064466,-0.313896333
-0.407511539,-0.471277378,0.252814505,-0.351377707,-0.350085806,-1.732226214,-0.308890365,-0.310387797
-0.409149111,-0.215958189,-0.287009029,-0.454720016,-0.477310911,-2.107914105,-0.315362716,-0.315651722
-0.406775952,-0.52727901,0.275547765,-0.542366289,-0.292749533,-2.11060838,-0.311414998,-0.309931459
-0.393390492,1.504506376,1.780840353,-0.45788312,0.453439315,-0.666753485,-0.256642617,-0.24968946
-0.384680476,1.522756676,1.104993981,-0.356702598,0.763762897,-0.210289582,-0.180805932,-0.203521928
-0.37917446,0.88229398,0.664359025,-0.313248379,0.921633989,-0.016757452,-0.101755246,-0.182135791
-0.384277034,0.704009414,-0.725518216,-0.246647109,0.544615743,-0.229946691,-0.062227519,-0.183926661
-0.381381642,1.277983586,0.323102613,-0.134464605,0.639037394,-0.114258145,-0.023099365,-0.178859677
-0.370962756,2.610507152,1.288784272,0.040452559,0.925767732,0.122912467,0.044445994,-0.121704767
-0.366809584,0.806769115,0.469819954,0.101719575,1.020677167,0.224277923,0.109187315,-0.107535832
-0.365480544,0.017491722,0.110342837,0.132721555,1.050430999,0.254188909,0.160041941,-0.110239576
-0.362086725,0.021044091,0.368187982,0.169040847,1.125577051,0.306351993,0.207444369,-0.107502813
-0.362941025,0.39649259,-0.163934156,0.23085667,1.057383697,0.282065542,0.235127645,-0.121934536
-0.364322541,0.075513764,-0.230275973,0.267591913,0.943680418,0.242791167,0.245001419,-0.139660444
-0.365989897,-0.528640751,-0.266856292,0.271412603,0.804776834,0.195390797,0.239700867,-0.159877577
-0.372253924,0.048648966,-0.852503478,0.308809446,0.327470438,-0.059080002,0.204746082,-0.182706412
-0.377636895,0.372477089,-0.750453428,0.331263691,-0.021831997,-0.358167507,0.15037301,-0.211491425
-0.372825528,-0.036089858,0.562903635,0.351950699,0.18362024,-0.674379605,0.120939532,-0.196182421
-0.375088406,-0.164715253,-0.347906561,0.376583673,0.041150762,-1.036049441,0.08394707,-0.209234059
-0.375493267,-0.581904098,-0.109369724,0.259235436,0.015089681,-1.058070907,0.048659303,-0.220547631
-0.367966705,0.074462854,0.904541685,0.264394482,0.33738039,-0.648680541,0.045867371,-0.193473398
-0.363631725,0.108328781,0.488794166,0.280464563,0.495376688,-0.970862563,0.05618998,-0.187641127
-0.36360796,-0.747363129,-0.0542068,0.263833193,0.496234234,-0.969060044,0.05995096,-0.196177762
-0.365704057,-0.252244168,-0.320454003,0.26164733,0.339446664,-1.12803937,0.05030736,-0.208993498
-0.368133372,0.170487854,-0.363976325,0.303680716,0.161729001,-1.312291765,0.02897927,-0.213785913
-0.376684197,1.29818769,-1.151615486,0.291252105,-0.374029311,-1.57947316,-0.024999535,-0.229425761
-0.37103919,1.287885817,0.66789496,0.277103515,-0.097271505,-1.253933837,-0.048892705,-0.21407927
-0.372944701,1.157047592,-0.300815788,0.293654637,-0.207575402,-1.390140244,-0.078223187,-0.230760009
-0.375922046,0.622941372,-0.440146907,0.288771108,-0.376200566,-1.602961557,-0.115635998,-0.226799784
-0.376303179,0.238678555,-0.106411199,0.226163507,-0.397940876,-1.630205031,-0.148886633,-0.222152477
-0.377803753,0.328213079,-0.251449801,0.088678405,-0.486450615,-1.52535269,-0.182838582,-0.231136661
-0.377065291,0.114575032,0.038507797,0.046980723,-0.439583254,-1.476654614,-0.208270077,-0.229947013
-0.376946195,-0.056982234,-0.041767819,0.042494421,-0.431603074,-1.468800738,-0.229138087,-0.225813835
-0.369086262,0.825086022,0.950313191,0.090929804,0.037101235,-0.950475252,-0.21617389,-0.20100025
-0.37139648,-0.349016646,-0.351299521,0.046020423,-0.126528731,-1.102823258,-0.216290636,-0.219268673
-0.370038845,-0.022701864,0.115857607,0.040103927,-0.049881268,-1.013293621,-0.21243069,-0.212672055
-0.370157904,-0.27002822,-0.072336427,0.055682712,-0.059066967,-1.046744571,-0.21122572,-0.217366038
-0.365989897,1.187390752,0.470660335,0.124280371,0.178869115,-0.765053134,-0.195489321,-0.209346168
-0.360154266,0.391941116,0.672998769,0.125452881,0.459039699,-0.38270846,-0.162080174,-0.186293875
-0.364632185,0.24505802,-0.616570008,0.142389194,0.105185445,-0.631264438,-0.155201607,-0.211937266
-0.365084692,-0.048071706,-0.114046736,0.149415786,0.070823732,-0.656381741,-0.153576918,-0.215115548
-0.36351259,-0.234992972,0.140101728,0.170313667,0.155851415,-0.56911906,-0.148235586,-0.209185915
-0.36351259,-0.575465428,-0.057184343,0.131162071,0.155851415,-0.56911906,-0.146139843,-0.217634227
-0.374087947,0.670535728,-1.398894695,0.165029346,-0.59977933,-1.156125642,-0.187622131,-0.270444964
-0.374016573,-0.194414546,-0.048012504,0.198338897,-0.594953902,-1.748929716,-0.221485924,-0.279415523
-0.372873212,-0.565785219,0.089523196,0.179451224,-0.514160395,-1.667882361,-0.244837726,-0.275888039
-0.377279604,0.138745949,-0.624861195,0.177539096,-0.786845305,-1.980230412,-0.2812095,-0.292137388
-0.370062764,0.105886527,0.869366039,0.105715027,-0.308952413,-1.601788073,-0.282292637,-0.267791927
-0.370134215,0.399105062,-0.066277547,0.052174989,-0.313618496,-1.607125773,-0.28397968,-0.252275447
-0.368228703,-0.125113729,0.184781814,-0.025062244,-0.195454151,-1.464774702,-0.278453972,-0.249838003
-0.363536471,-0.034424685,0.53390888,-0.064661891,0.071800468,-1.114241883,-0.256533296,-0.23458049
-0.365084692,-0.263271316,-0.251479147,-0.094899287,-0.045887407,-1.229901591,-0.246217888,-0.238943742
-0.365132223,-0.188064685,-0.063160778,-0.125999793,-0.049631595,-1.361466087,-0.239292798,-0.242240596
-0.365227554,-0.012229774,-0.069173013,-0.133638498,-0.057687978,-1.36982361,-0.235288226,-0.253738175
-0.362869536,-0.40389336,0.238550598,-0.15453638,0.095522633,-1.163100096,-0.224103339,-0.25043578
-0.358558514,0.095688265,0.479197082,-0.198475207,0.34569694,-0.737516267,-0.199846547,-0.236767158
-0.360702065,0.402657432,-0.323198287,-0.153194457,0.14618837,-0.814907167,-0.19065555,-0.220501455
-0.353771065,0.759441186,0.798101308,-0.10607826,0.50461454,-0.408625823,-0.158181802,-0.197277686
-0.353389894,0.523104975,-0.010551785,-0.058300019,0.522147491,-0.393425415,-0.133236938,-0.197444692
-0.35529529,0.614260268,-0.290708247,-0.092825325,0.339528705,-0.497827242,-0.123342368,-0.20524668
-0.358772827,0.220798293,-0.48609997,-0.103134947,0.028862376,-0.694606758,-0.131448868,-0.224347802
-0.358677534,0.633798302,-0.045383953,-0.079717282,0.034836369,-1.250334271,-0.139710932,-0.207428801
-0.365394298,1.996724234,-0.89554178,0.043460962,-0.493384903,-1.783303397,-0.174417926,-0.216511397
-0.3728018,1.288019031,-0.997638784,0.13520701,-0.930370271,-1.793644304,-0.232127051,-0.221259787
-0.371849102,1.111436642,0.064723423,0.236825773,-0.858170644,-1.606211421,-0.274779216,-0.225683597
-0.380304634,1.962332852,-1.149237913,0.314643466,-1.260253055,-1.394597496,-0.341633737,-0.25505473
-0.382662537,1.62247466,-0.365831095,0.424092638,-1.354791028,-1.117069584,-0.403041694,-0.275772041
-0.38156713,0.618241882,0.086430159,0.495418279,-1.265215833,-1.07466561,-0.446090633,-0.272143852
-0.380733337,1.709996175,0.051866766,0.59007019,-1.194994048,-1.042388911,-0.475279682,-0.271689723
-0.398072988,4.623161544,-2.373275645,0.862190257,-1.791471866,-1.089064202,-0.56375395,-0.295764791
-0.407624119,3.597762562,-1.378239311,1.054876973,-1.999412232,-0.9696092,-0.66746456,-0.272785217
-0.39204704,3.265120121,2.080468475,1.259104225,-1.085050984,-0.46274735,-0.684483211,-0.209987006
-0.400359594,2.033987114,-1.187021962,1.383705086,-1.309222246,-0.655801671,-0.726031034,-0.225905674
-0.41081593,2.239869154,-1.514029412,1.534493946,-1.545108683,-0.901709666,-0.794636991,-0.230339482
-0.40629577,3.44487004,0.577588154,1.753341467,-1.327845471,-0.564311981,-0.825581547,-0.222476668
-0.391229193,2.715664703,2.00457739,1.917669479,-0.715881747,-0.237810745,-0.785767585,-0.167356194
-0.387330889,0.623444624,0.463274848,1.979556188,-0.580434801,-0.119231446,-0.734280399,-0.174657874
-0.38008461,1.222588817,0.896687605,2.047440532,-0.342771647,0.130333709,-0.661250803,-0.167342733
-0.366644106,1.999839958,1.667215776,2.143654602,0.031342736,0.451124574,-0.548154249,-0.130207033
-0.36798338,1.187894004,-0.226479267,2.169464545,-0.016093925,0.351999663,-0.462271137,-0.136936219
